time,phase,x,y,z
7.095,532,0.98323,0.98323,0.98323
7.1,532,0.98697,0.98697,0.98697
7.105,532,0.99072,0.99072,0.99072
7.11,533,0.99347,0.99347,0.99347
7.115,533,0.99573,0.99573,0.99573
7.12,534,0.99799,0.99799,0.99799
7.125,534,0.99874,0.99874,0.99874
7.13,534,0.9995,0.9995,0.9995
7.135,535,0.99975,0.99975,0.99975
7.14,535,0.99899,0.99899,0.99899
7.145,535,0.99824,0.99824,0.99824
7.15,536,0.99648,0.99648,0.99648
7.155,536,0.99422,0.99422,0.99422
7.16,537,0.99196,0.99196,0.99196
7.165,537,0.98822,0.98822,0.98822
7.17,537,0.98448,0.98448,0.98448
7.175,538,0.98025,0.98025,0.98025
7.18,538,0.97505,0.97505,0.97505
7.185,538,0.96985,0.96985,0.96985
7.19,539,0.96371,0.96371,0.96371
7.195,539,0.95709,0.95709,0.95709
7.2,540,0.95048,0.95048,0.95048
7.205,540,0.94251,0.94251,0.94251
7.21,540,0.93454,0.93454,0.93454
7.215,541,0.92613,0.92613,0.92613
7.22,541,0.91686,0.91686,0.91686
7.225,541,0.9076,0.9076,0.9076
7.23,542,0.89751,0.89751,0.89751
7.235,542,0.88702,0.88702,0.88702
7.24,543,0.87653,0.87653,0.87653
7.245,543,0.86491,0.86491,0.86491
7.25,543,0.85328,0.85328,0.85328
7.255,544,0.8413,0.8413,0.8413
7.26,544,0.82864,0.82864,0.82864
7.265,544,0.81597,0.81597,0.81597
7.27,545,0.80267,0.80267,0.80267
7.275,545,0.78905,0.78905,0.78905
7.28,546,0.77544,0.77544,0.77544
7.285,546,0.761,0.761,0.761
7.29,546,0.74656,0.74656,0.74656
7.295,547,0.73188,0.73188,0.73188
7.3,547,0.71672,0.71672,0.71672
7.305,547,0.70156,0.70156,0.70156
7.31,548,0.68601,0.68601,0.68601
7.315,548,0.67026,0.67026,0.67026
7.32,549,0.65451,0.65451,0.65451
7.325,549,0.63828,0.63828,0.63828
7.33,549,0.62207,0.62207,0.62207
7.335,550,0.60574,0.60574,0.60574
7.34,550,0.58918,0.58918,0.58918
7.345,550,0.57263,0.57263,0.57263
7.3502,551,0.55527,0.55527,0.55527
7.355,551,0.53916,0.53916,0.53916
7.36,552,0.52243,0.52243,0.52243
7.365,552,0.5056,0.5056,0.5056
7.37,552,0.48878,0.48878,0.48878
7.375,553,0.47198,0.47198,0.47198
7.38,553,0.45522,0.45522,0.45522
7.385,553,0.43847,0.43847,0.43847
7.39,554,0.42184,0.42184,0.42184
7.395,554,0.40529,0.40529,0.40529
7.4,555,0.38873,0.38873,0.38873
7.405,555,0.37251,0.37251,0.37251
7.41,555,0.3563,0.3563,0.3563
7.415,556,0.34024,0.34024,0.34024
7.42,556,0.32449,0.32449,0.32449
7.425,556,0.30873,0.30873,0.30873
7.43,557,0.29338,0.29338,0.29338
7.435,557,0.27822,0.27822,0.27822
7.44,558,0.26306,0.26306,0.26306
7.445,558,0.24862,0.24862,0.24862
7.45,558,0.23418,0.23418,0.23418
7.455,559,0.22001,0.22001,0.22001
7.4612,559,0.20327,0.20327,0.20327
7.465,559,0.19279,0.19279,0.19279
7.47,560,0.17981,0.17981,0.17981
7.475,560,0.16714,0.16714,0.16714
7.48,561,0.15438,0.15438,0.15438
7.485,561,0.14284,0.14284,0.14284
7.49,561,0.13121,0.13121,0.13121
7.495,562,0.11996,0.11996,0.11996
7.5,562,0.10948,0.10948,0.10948
7.505,562,0.098984,0.098984,0.098984
7.51,563,0.089309,0.089309,0.089309
7.515,563,0.080041,0.080041,0.080041
7.52,564,0.070774,0.070774,0.070774
7.525,564,0.0628,0.0628,0.0628
7.53,564,0.054829,0.054829,0.054829
7.535,565,0.047308,0.047308,0.047308
7.54,565,0.040697,0.040697,0.040697
7.545,565,0.034085,0.034085,0.034085
7.55,566,0.028415,0.028415,0.028415
7.555,566,0.023217,0.023217,0.023217
7.56,567,0.018018,0.018018,0.018018
7.565,567,0.014274,0.014274,0.014274
7.57,567,0.01053,0.01053,0.01053
7.575,568,0.0072814,0.0072814,0.0072814
7.58,568,0.0050236,0.0050236,0.0050236
7.585,568,0.0027647,0.0027647,0.0027647
7.59,569,0.0015093,0.0015093,0.0015093
7.595,569,0.00075462,0.00075462,0.00075462
7.6,570,1.9591e-07,1.9591e-07,1.9591e-07
7.605,570,0.0010274,0.0010274,0.0010274
7.61,570,0.0020545,0.0020545,0.0020545
7.615,571,0.0037638,0.0037638,0.0037638
7.62,571,0.0068338,0.0068338,0.0068338
7.625,571,0.0099041,0.0099041,0.0099041
7.63,572,0.014315,0.014315,0.014315
7.635,572,0.019393,0.019393,0.019393
7.64,573,0.024473,0.024473,0.024473
7.645,573,0.031508,0.031508,0.031508
7.6501,573,0.038627,0.038627,0.038627
7.655,574,0.046201,0.046201,0.046201
7.66,574,0.055109,0.055109,0.055109
7.665,574,0.064019,0.064019,0.064019
7.67,575,0.074118,0.074118,0.074118
7.675,575,0.084807,0.084807,0.084807
7.68,576,0.095494,0.095494,0.095494
7.685,576,0.10785,0.10785,0.10785
7.69,576,0.1202,0.1202,0.1202
7.695,577,0.13306,0.13306,0.13306
7.7,577,0.14694,0.14694,0.14694
7.705,577,0.16081,0.16081,0.16081
7.71,578,0.17561,0.17561,0.17561
7.715,578,0.19086,0.19086,0.19086
7.72,579,0.20611,0.20611,0.20611
7.725,579,0.22257,0.22257,0.22257
7.73,579,0.23903,0.23903,0.23903
7.735,580,0.25584,0.25584,0.25584
7.74,580,0.27332,0.27332,0.27332
7.745,580,0.29081,0.29081,0.29081
7.75,581,0.30885,0.30885,0.30885
7.755,581,0.32717,0.32717,0.32717
7.76,582,0.3455,0.3455,0.3455
7.765,582,0.36445,0.36445,0.36445
7.77,582,0.38341,0.38341,0.38341
7.775,583,0.40251,0.40251,0.40251
7.78,583,0.4219,0.4219,0.4219
7.785,583,0.44128,0.44128,0.44128
7.79,584,0.4608,0.4608,0.4608
7.795,584,0.48041,0.48041,0.48041
7.8,585,0.50001,0.50001,0.50001
7.805,585,0.5196,0.5196,0.5196
7.81,585,0.5392,0.5392,0.5392
7.815,586,0.55873,0.55873,0.55873
7.82,586,0.57812,0.57812,0.57812
7.825,586,0.5975,0.5975,0.5975
7.83,587,0.6166,0.6166,0.6166
7.835,587,0.63556,0.63556,0.63556
7.84,588,0.65452,0.65452,0.65452
7.845,588,0.67284,0.67284,0.67284
7.85,588,0.69116,0.69116,0.69116
7.855,589,0.7092,0.7092,0.7092
7.86,589,0.72669,0.72669,0.72669
7.865,589,0.74418,0.74418,0.74418
7.87,590,0.76098,0.76098,0.76098
7.875,590,0.77744,0.77744,0.77744
7.88,591,0.7939,0.7939,0.7939
7.885,591,0.80915,0.80915,0.80915
7.89,591,0.8244,0.8244,0.8244
7.895,592,0.8392,0.8392,0.8392
7.9,592,0.85307,0.85307,0.85307
7.905,592,0.86695,0.86695,0.86695
7.91,593,0.87981,0.87981,0.87981
7.915,593,0.89216,0.89216,0.89216
7.92,594,0.90451,0.90451,0.90451
7.925,594,0.9152,0.9152,0.9152
7.93,594,0.92589,0.92589,0.92589
7.935,595,0.93599,0.93599,0.93599
7.94,595,0.94489,0.94489,0.94489
7.945,595,0.95381,0.95381,0.95381
7.95,596,0.96146,0.96146,0.96146
7.955,596,0.9685,0.9685,0.9685
7.96,597,0.97553,0.97553,0.97553
7.965,597,0.98061,0.98061,0.98061
7.97,597,0.98569,0.98569,0.98569
7.975,598,0.9901,0.9901,0.9901
7.98,598,0.99317,0.99317,0.99317
7.985,598,0.99624,0.99624,0.99624
7.99,599,0.99795,0.99795,0.99795
7.995,599,0.99897,0.99897,0.99897
8,600,1,1,1
8.005,600,0.99897,0.99897,0.99897
8.01,600,0.99795,0.99795,0.99795
8.015,601,0.99624,0.99624,0.99624
8.02,601,0.99317,0.99317,0.99317
8.025,601,0.9901,0.9901,0.9901
8.03,602,0.98569,0.98569,0.98569
8.035,602,0.98061,0.98061,0.98061
8.04,603,0.97553,0.97553,0.97553
8.045,603,0.96849,0.96849,0.96849
8.05,603,0.96146,0.96146,0.96146
8.055,604,0.9538,0.9538,0.9538
8.06,604,0.94489,0.94489,0.94489
8.065,604,0.93598,0.93598,0.93598
8.07,605,0.92589,0.92589,0.92589
8.075,605,0.91519,0.91519,0.91519
8.08,606,0.9045,0.9045,0.9045
8.085,606,0.89215,0.89215,0.89215
8.09,606,0.8798,0.8798,0.8798
8.095,607,0.86694,0.86694,0.86694
8.1,607,0.85298,0.85298,0.85298
8.105,607,0.83918,0.83918,0.83918
8.11,608,0.82439,0.82439,0.82439
8.115,608,0.80914,0.80914,0.80914
8.12,609,0.79389,0.79389,0.79389
8.125,609,0.77743,0.77743,0.77743
8.13,609,0.76097,0.76097,0.76097
8.135,610,0.74416,0.74416,0.74416
8.14,610,0.72668,0.72668,0.72668
8.145,610,0.70919,0.70919,0.70919
8.15,611,0.69115,0.69115,0.69115
8.155,611,0.67283,0.67283,0.67283
8.16,612,0.6545,0.6545,0.6545
8.165,612,0.63554,0.63554,0.63554
8.17,612,0.61659,0.61659,0.61659
8.175,613,0.59749,0.59749,0.59749
8.18,613,0.5781,0.5781,0.5781
8.185,613,0.55872,0.55872,0.55872
8.19,614,0.53919,0.53919,0.53919
8.195,614,0.5196,0.5196,0.5196
8.2,615,0.49999,0.49999,0.49999
8.205,615,0.4804,0.4804,0.4804
8.21,615,0.46078,0.46078,0.46078
8.215,616,0.44127,0.44127,0.44127
8.22,616,0.42188,0.42188,0.42188
8.225,616,0.4025,0.4025,0.4025
8.23,617,0.3834,0.3834,0.3834
8.235,617,0.36445,0.36445,0.36445
8.24,618,0.34548,0.34548,0.34548
8.245,618,0.32716,0.32716,0.32716
8.25,618,0.30884,0.30884,0.30884
8.255,619,0.29079,0.29079,0.29079
8.26,619,0.27331,0.27331,0.27331
8.265,619,0.25582,0.25582,0.25582
8.27,620,0.23902,0.23902,0.23902
8.275,620,0.22256,0.22256,0.22256
8.28,621,0.2061,0.2061,0.2061
8.285,621,0.19085,0.19085,0.19085
8.29,621,0.1756,0.1756,0.1756
8.295,622,0.1608,0.1608,0.1608
8.3,622,0.14687,0.14687,0.14687
8.305,622,0.13305,0.13305,0.13305
8.31,623,0.12019,0.12019,0.12019
8.315,623,0.10784,0.10784,0.10784
8.32,624,0.095489,0.095489,0.095489
8.325,624,0.0848,0.0848,0.0848
8.33,624,0.074109,0.074109,0.074109
8.335,625,0.064015,0.064015,0.064015
8.34,625,0.055103,0.055103,0.055103
8.345,625,0.046195,0.046195,0.046195
8.35,626,0.038535,0.038535,0.038535
8.355,626,0.031501,0.031501,0.031501
8.36,627,0.02447,0.02447,0.02447
8.365,627,0.01939,0.01939,0.01939
8.37,627,0.01431,0.01431,0.01431
8.375,628,0.009902,0.009902,0.009902
8.38,628,0.0068317,0.0068317,0.0068317
8.385,628,0.0037615,0.0037615,0.0037615
8.39,629,0.0020538,0.0020538,0.0020538
8.395,629,0.0010266,0.0010266,0.0010266
8.4,630,5.64e-07,5.64e-07,5.64e-07
8.405,630,0.0014791,0.0014791,0.0014791
8.41,630,0.0029573,0.0029573,0.0029573
8.415,631,0.0054154,0.0054154,0.0054154
8.42,631,0.0098268,0.0098268,0.0098268
8.425,631,0.01424,0.01424,0.01424
8.43,632,0.020562,0.020562,0.020562
8.435,632,0.027839,0.027839,0.027839
8.44,633,0.035117,0.035117,0.035117
8.445,633,0.045141,0.045141,0.045141
8.45,633,0.055165,0.055165,0.055165
8.455,634,0.066056,0.066056,0.066056
8.46,634,0.078675,0.078675,0.078675
8.465,634,0.09129,0.09129,0.09129
8.47,635,0.10551,0.10551,0.10551
8.475,635,0.12051,0.12051,0.12051
8.48,636,0.13552,0.13552,0.13552
8.485,636,0.15269,0.15269,0.15269
8.49,636,0.16985,0.16985,0.16985
8.495,637,0.18765,0.18765,0.18765
8.5,637,0.20669,0.20669,0.20669
8.505,637,0.22574,0.22574,0.22574
8.51,638,0.24585,0.24585,0.24585
8.515,638,0.26648,0.26648,0.26648
8.52,639,0.28711,0.28711,0.28711
8.525,639,0.309,0.309,0.309
8.53,639,0.3309,0.3309,0.3309
8.535,640,0.3531,0.3531,0.3531
8.54,640,0.37591,0.37591,0.37591
8.545,640,0.39871,0.39871,0.39871
8.55,641,0.42189,0.42189,0.42189
8.555,641,0.44525,0.44525,0.44525
8.56,642,0.46861,0.46861,0.46861
8.565,642,0.49216,0.49216,0.49216
8.57,642,0.5157,0.5157,0.5157
8.575,643,0.53919,0.53919,0.53919
8.58,643,0.56255,0.56255,0.56255
8.585,643,0.58591,0.58591,0.58591
8.59,644,0.6089,0.6089,0.6089
8.595,644,0.63171,0.63171,0.63171
8.6,645,0.65452,0.65452,0.65452
8.605,645,0.67641,0.67641,0.67641
8.61,645,0.6983,0.6983,0.6983
8.615,646,0.71977,0.71977,0.71977
8.62,646,0.74041,0.74041,0.74041
8.625,646,0.76104,0.76104,0.76104
8.63,647,0.78062,0.78062,0.78062
8.635,647,0.79967,0.79967,0.79967
8.64,648,0.81872,0.81872,0.81872
8.645,648,0.83588,0.83588,0.83588
8.65,648,0.85304,0.85304,0.85304
8.655,649,0.86949,0.86949,0.86949
8.66,649,0.8845,0.8845,0.8845
8.665,649,0.89951,0.89951,0.89951
8.67,650,0.91292,0.91292,0.91292
8.675,650,0.92554,0.92554,0.92554
8.68,651,0.93816,0.93816,0.93816
8.6852,651,0.94848,0.94848,0.94848
8.6903,651,0.95887,0.95887,0.95887
8.695,652,0.96731,0.96731,0.96731
8.7,652,0.97459,0.97459,0.97459
8.705,652,0.98187,0.98187,0.98187
8.71,653,0.98723,0.98723,0.98723
8.715,653,0.99165,0.99165,0.99165
8.72,654,0.99606,0.99606,0.99606
8.725,654,0.99754,0.99754,0.99754
8.73,654,0.99901,0.99901,0.99901
8.735,655,0.99951,0.99951,0.99951
8.74,655,0.99803,0.99803,0.99803
8.745,655,0.99655,0.99655,0.99655
8.75,656,0.99311,0.99311,0.99311
8.755,656,0.9887,0.9887,0.9887
8.76,657,0.98429,0.98429,0.98429
8.765,657,0.97701,0.97701,0.97701
8.77,657,0.96974,0.96974,0.96974
8.775,658,0.96154,0.96154,0.96154
8.78,658,0.95152,0.95152,0.95152
8.785,658,0.94149,0.94149,0.94149
8.79,659,0.92974,0.92974,0.92974
8.795,659,0.91712,0.91712,0.91712
8.7999,659,0.90467,0.90467,0.90467
8.805,660,0.88949,0.88949,0.88949
8.81,660,0.87448,0.87448,0.87448
8.815,661,0.85875,0.85875,0.85875
8.82,661,0.8416,0.8416,0.8416
8.825,661,0.82443,0.82443,0.82443
8.83,662,0.80601,0.80601,0.80601
8.835,662,0.78696,0.78696,0.78696
8.84,663,0.76791,0.76791,0.76791
8.845,663,0.74727,0.74727,0.74727
8.8501,663,0.72642,0.72642,0.72642
8.855,664,0.70559,0.70559,0.70559
8.86,664,0.68369,0.68369,0.68369
8.865,664,0.6618,0.6618,0.6618
8.87,665,0.6393,0.6393,0.6393
8.875,665,0.61649,0.61649,0.61649
8.88,666,0.59368,0.59368,0.59368
8.885,666,0.57032,0.57032,0.57032
8.89,666,0.54696,0.54696,0.54696
8.895,667,0.52354,0.52354,0.52354
8.9,667,0.49999,0.49999,0.49999
8.905,667,0.47645,0.47645,0.47645
8.91,668,0.45303,0.45303,0.45303
8.915,668,0.42966,0.42966,0.42966
8.92,669,0.4063,0.4063,0.4063
8.925,669,0.3835,0.3835,0.3835
8.93,669,0.36069,0.36069,0.36069
8.935,670,0.33818,0.33818,0.33818
8.94,670,0.31629,0.31629,0.31629
8.945,670,0.29441,0.29441,0.29441
8.95,671,0.27335,0.27335,0.27335
8.955,671,0.25271,0.25271,0.25271
8.96,672,0.23208,0.23208,0.23208
8.965,672,0.21303,0.21303,0.21303
8.97,672,0.19398,0.19398,0.19398
8.975,673,0.17556,0.17556,0.17556
8.98,673,0.15839,0.15839,0.15839
8.985,673,0.14123,0.14123,0.14123
8.99,674,0.12551,0.12551,0.12551
8.995,674,0.1105,0.1105,0.1105
9,675,0.095487,0.095487,0.095487
9.005,675,0.08287,0.08287,0.08287
9.01,675,0.070255,0.070255,0.070255
9.015,676,0.0585,0.0585,0.0585
9.02,676,0.048476,0.048476,0.048476
9.025,676,0.038452,0.038452,0.038452
9.03,677,0.030258,0.030258,0.030258
9.035,677,0.022982,0.022982,0.022982
9.04,678,0.015707,0.015707,0.015707
9.045,678,0.011294,0.011294,0.011294
9.0501,678,0.0068342,0.0068342,0.0068342
9.055,679,0.0034491,0.0034491,0.0034491
9.06,679,0.0019706,0.0019706,0.0019706
9.065,679,0.00049209,0.00049209,0.00049209
9.07,680,0.0015397,0.0015397,0.0015397
9.075,680,0.0038473,0.0038473,0.0038473
9.08,681,0.0061585,0.0061585,0.0061585
9.085,681,0.013027,0.013027,0.013027
9.09,681,0.019894,0.019894,0.019894
9.095,682,0.028228,0.028228,0.028228
9.1002,682,0.039996,0.039996,0.039996
9.105,682,0.050747,0.050747,0.050747
9.11,683,0.064751,0.064751,0.064751
9.115,683,0.080124,0.080124,0.080124
9.12,684,0.095499,0.095499,0.095499
9.125,684,0.1146,0.1146,0.1146
9.13,684,0.13372,0.13372,0.13372
9.135,685,0.15391,0.15391,0.15391
9.14,685,0.17628,0.17628,0.17628
9.145,685,0.19866,0.19866,0.19866
9.15,686,0.22284,0.22284,0.22284
9.155,686,0.24793,0.24793,0.24793
9.16,687,0.27302,0.27302,0.27302
9.165,687,0.3002,0.3002,0.3002
9.17,687,0.32738,0.32738,0.32738
9.175,688,0.35504,0.35504,0.35504
9.18,688,0.38365,0.38365,0.38365
9.185,688,0.41226,0.41226,0.41226
9.19,689,0.44135,0.44135,0.44135
9.195,689,0.47068,0.47068,0.47068
9.2,690,0.50001,0.50001,0.50001
9.205,690,0.52934,0.52934,0.52934
9.21,690,0.55868,0.55868,0.55868
9.215,691,0.58777,0.58777,0.58777
9.22,691,0.61637,0.61637,0.61637
9.225,691,0.64498,0.64498,0.64498
9.23,692,0.67264,0.67264,0.67264
9.235,692,0.69982,0.69982,0.69982
9.24,693,0.727,0.727,0.727
9.245,693,0.75209,0.75209,0.75209
9.25,693,0.77718,0.77718,0.77718
9.255,694,0.80136,0.80136,0.80136
9.26,694,0.82373,0.82373,0.82373
9.265,694,0.84611,0.84611,0.84611
9.27,695,0.86616,0.86616,0.86616
9.275,695,0.8854,0.8854,0.8854
9.28,696,0.90451,0.90451,0.90451
9.285,696,0.91982,0.91982,0.91982
9.29,696,0.93526,0.93526,0.93526
9.295,697,0.94926,0.94926,0.94926
9.2999,697,0.96039,0.96039,0.96039
9.305,697,0.97178,0.97178,0.97178
9.31,698,0.98011,0.98011,0.98011
9.315,698,0.98698,0.98698,0.98698
9.32,699,0.99384,0.99384,0.99384
9.325,699,0.99615,0.99615,0.99615
9.33,699,0.99846,0.99846,0.99846
9.335,700,0.99923,0.99923,0.99923
9.34,700,0.99692,0.99692,0.99692
9.345,700,0.99461,0.99461,0.99461
9.35,701,0.98926,0.98926,0.98926
9.355,701,0.98239,0.98239,0.98239
9.36,702,0.97552,0.97552,0.97552
9.365,702,0.96427,0.96427,0.96427
9.37,702,0.95301,0.95301,0.95301
9.375,703,0.94037,0.94037,0.94037
9.38,703,0.925,0.925,0.925
9.385,703,0.90963,0.90963,0.90963
9.39,704,0.89176,0.89176,0.89176
9.395,704,0.87265,0.87265,0.87265
9.4,705,0.85354,0.85354,0.85354
9.405,705,0.83117,0.83117,0.83117
9.41,705,0.8088,0.8088,0.8088
9.415,706,0.78552,0.78552,0.78552
9.42,706,0.76043,0.76043,0.76043
9.425,706,0.73535,0.73535,0.73535
9.43,707,0.70886,0.70886,0.70886
9.435,707,0.68168,0.68168,0.68168
9.44,708,0.65449,0.65449,0.65449
9.445,708,0.62589,0.62589,0.62589
9.45,708,0.59728,0.59728,0.59728
9.455,709,0.56843,0.56843,0.56843
9.46,709,0.5391,0.5391,0.5391
9.465,709,0.50976,0.50976,0.50976
9.47,710,0.48044,0.48044,0.48044
9.475,710,0.4511,0.4511,0.4511
9.48,711,0.42177,0.42177,0.42177
9.485,711,0.39316,0.39316,0.39316
9.49,711,0.36455,0.36455,0.36455
9.495,712,0.33642,0.33642,0.33642
9.5,712,0.30924,0.30924,0.30924
9.505,712,0.28206,0.28206,0.28206
9.51,713,0.25627,0.25627,0.25627
9.515,713,0.23118,0.23118,0.23118
9.52,714,0.2061,0.2061,0.2061
9.525,714,0.18373,0.18373,0.18373
9.53,714,0.16136,0.16136,0.16136
9.535,715,0.14008,0.14008,0.14008
9.54,715,0.12097,0.12097,0.12097
9.545,715,0.10186,0.10186,0.10186
9.55,716,0.085238,0.085238,0.085238
9.555,716,0.069867,0.069867,0.069867
9.56,717,0.054492,0.054492,0.054492
9.565,717,0.043237,0.043237,0.043237
9.57,717,0.031975,0.031975,0.031975
9.575,718,0.02218,0.02218,0.02218
9.58,718,0.015312,0.015312,0.015312
9.585,718,0.0084432,0.0084432,0.0084432
9.59,719,0.0046165,0.0046165,0.0046165
9.595,719,0.0023076,0.0023076,0.0023076
9.6,720,1.563e-06,1.563e-06,1.563e-06
9.605,720,0.0040982,0.0040982,0.0040982
9.61,720,0.0081956,0.0081956,0.0081956
9.615,721,0.014967,0.014967,0.014967
9.62,721,0.02708,0.02708,0.02708
9.625,721,0.039191,0.039191,0.039191
9.63,722,0.0563,0.0563,0.0563
9.6352,722,0.076576,0.076576,0.076576
9.64,723,0.095497,0.095497,0.095497
9.645,723,0.12173,0.12173,0.12173
9.6501,723,0.14823,0.14823,0.14823
9.655,724,0.17601,0.17601,0.17601
9.66,724,0.20773,0.20773,0.20773
9.665,724,0.23944,0.23944,0.23944
9.67,725,0.27388,0.27388,0.27388
9.675,725,0.3097,0.3097,0.3097
9.68,726,0.34551,0.34551,0.34551
9.685,726,0.38385,0.38385,0.38385
9.69,726,0.42219,0.42219,0.42219
9.695,727,0.46081,0.46081,0.46081
9.7,727,0.5,0.5,0.5
9.705,727,0.53921,0.53921,0.53921
9.71,728,0.57784,0.57784,0.57784
9.715,728,0.61617,0.61617,0.61617
9.72,729,0.65452,0.65452,0.65452
9.725,729,0.69033,0.69033,0.69033
9.73,729,0.72614,0.72614,0.72614
9.735,730,0.76057,0.76057,0.76057
9.74,730,0.79229,0.79229,0.79229
9.745,730,0.824,0.824,0.824
9.75,731,0.85206,0.85206,0.85206
9.755,731,0.87832,0.87832,0.87832
9.76,732,0.90452,0.90452,0.90452
9.765,732,0.92411,0.92411,0.92411
9.77,732,0.94372,0.94372,0.94372
9.775,733,0.96081,0.96081,0.96081
9.78,733,0.97292,0.97292,0.97292
9.785,733,0.98504,0.98504,0.98504
9.79,734,0.99181,0.99181,0.99181
9.795,734,0.9959,0.9959,0.9959
9.8,735,1,1,1
9.805,735,0.9959,0.9959,0.9959
9.81,735,0.9918,0.9918,0.9918
9.815,736,0.98503,0.98503,0.98503
9.82,736,0.97292,0.97292,0.97292
9.825,736,0.96081,0.96081,0.96081
9.83,737,0.9437,0.9437,0.9437
9.835,737,0.9241,0.9241,0.9241
9.84,738,0.9045,0.9045,0.9045
9.845,738,0.87827,0.87827,0.87827
9.8501,738,0.85176,0.85176,0.85176
9.855,739,0.82399,0.82399,0.82399
9.86,739,0.79228,0.79228,0.79228
9.865,739,0.76056,0.76056,0.76056
9.87,740,0.72612,0.72612,0.72612
9.875,740,0.6903,0.6903,0.6903
9.88,741,0.65449,0.65449,0.65449
9.885,741,0.61615,0.61615,0.61615
9.89,741,0.57781,0.57781,0.57781
9.895,742,0.53918,0.53918,0.53918
9.9,742,0.49999,0.49999,0.49999
9.905,742,0.46079,0.46079,0.46079
9.91,743,0.42216,0.42216,0.42216
9.915,743,0.38383,0.38383,0.38383
9.92,744,0.34548,0.34548,0.34548
9.925,744,0.30967,0.30967,0.30967
9.93,744,0.27386,0.27386,0.27386
9.935,745,0.23942,0.23942,0.23942
9.94,745,0.2077,0.2077,0.2077
9.945,745,0.176,0.176,0.176
9.9501,746,0.1476,0.1476,0.1476
9.955,746,0.12172,0.12172,0.12172
9.96,747,0.095488,0.095488,0.095488
9.965,747,0.075888,0.075888,0.075888
9.97,747,0.056289,0.056289,0.056289
9.975,748,0.039184,0.039184,0.039184
9.98,748,0.027073,0.027073,0.027073
9.985,748,0.014962,0.014962,0.014962
