time,phase,x,y,z
3.79,284,0.9821,0.9821,0.9821
3.795,284,0.97881,0.97881,0.97881
3.8,285,0.97553,0.97553,0.97553
3.805,285,0.97154,0.97154,0.97154
3.81,285,0.96755,0.96755,0.96755
3.815,286,0.96333,0.96333,0.96333
3.82,286,0.95865,0.95865,0.95865
3.825,286,0.95397,0.95397,0.95397
3.83,287,0.94885,0.94885,0.94885
3.835,287,0.9435,0.9435,0.9435
3.84,288,0.93815,0.93815,0.93815
3.845,288,0.93215,0.93215,0.93215
3.85,288,0.92616,0.92616,0.92616
3.855,289,0.91995,0.91995,0.91995
3.86,289,0.91333,0.91333,0.91333
3.865,289,0.90671,0.90671,0.90671
3.87,290,0.89969,0.89969,0.89969
3.875,290,0.89247,0.89247,0.89247
3.88,291,0.88525,0.88525,0.88525
3.885,291,0.87747,0.87747,0.87747
3.89,291,0.86968,0.86968,0.86968
3.895,292,0.86171,0.86171,0.86171
3.9,292,0.85338,0.85338,0.85338
3.905,292,0.84505,0.84505,0.84505
3.91,293,0.83638,0.83638,0.83638
3.915,293,0.82754,0.82754,0.82754
3.92,294,0.81871,0.81871,0.81871
3.925,294,0.8094,0.8094,0.8094
3.93,294,0.8001,0.8001,0.8001
3.935,295,0.79064,0.79064,0.79064
3.94,295,0.7809,0.7809,0.7809
3.945,295,0.77116,0.77116,0.77116
3.95,296,0.76115,0.76115,0.76115
3.955,296,0.75101,0.75101,0.75101
3.96,297,0.74087,0.74087,0.74087
3.965,297,0.73038,0.73038,0.73038
3.97,297,0.71988,0.71988,0.71988
3.975,298,0.70928,0.70928,0.70928
3.98,298,0.69847,0.69847,0.69847
3.985,298,0.68766,0.68766,0.68766
3.99,299,0.67667,0.67667,0.67667
3.995,299,0.66559,0.66559,0.66559
4,300,0.6545,0.6545,0.6545
4.005,300,0.64319,0.64319,0.64319
4.01,300,0.63188,0.63188,0.63188
4.015,301,0.62051,0.62051,0.62051
4.02,301,0.60901,0.60901,0.60901
4.025,301,0.59752,0.59752,0.59752
4.03,302,0.58593,0.58593,0.58593
4.035,302,0.5743,0.5743,0.5743
4.04,303,0.56266,0.56266,0.56266
4.045,303,0.55094,0.55094,0.55094
4.05,303,0.53921,0.53921,0.53921
4.055,304,0.52747,0.52747,0.52747
4.06,304,0.51569,0.51569,0.51569
4.065,304,0.50392,0.50392,0.50392
4.07,305,0.49215,0.49215,0.49215
4.075,305,0.48037,0.48037,0.48037
4.08,306,0.4686,0.4686,0.4686
4.085,306,0.45688,0.45688,0.45688
4.09,306,0.44515,0.44515,0.44515
4.095,307,0.43345,0.43345,0.43345
4.1,307,0.42182,0.42182,0.42182
4.105,307,0.41018,0.41018,0.41018
4.11,308,0.39864,0.39864,0.39864
4.115,308,0.38715,0.38715,0.38715
4.12,309,0.37565,0.37565,0.37565
4.125,309,0.36434,0.36434,0.36434
4.13,309,0.35303,0.35303,0.35303
4.135,310,0.34179,0.34179,0.34179
4.14,310,0.33071,0.33071,0.33071
4.145,310,0.31963,0.31963,0.31963
4.15,311,0.30873,0.30873,0.30873
4.155,311,0.29792,0.29792,0.29792
4.16,312,0.28711,0.28711,0.28711
4.165,312,0.27661,0.27661,0.27661
4.17,312,0.26612,0.26612,0.26612
4.175,313,0.25574,0.25574,0.25574
4.18,313,0.2456,0.2456,0.2456
4.185,313,0.23546,0.23546,0.23546
4.19,314,0.22559,0.22559,0.22559
4.195,314,0.21585,0.21585,0.21585
4.2,315,0.2061,0.2061,0.2061
4.205,315,0.1968,0.1968,0.1968
4.21,315,0.18749,0.18749,0.18749
4.215,316,0.17834,0.17834,0.17834
4.22,316,0.1695,0.1695,0.1695
4.225,316,0.16067,0.16067,0.16067
4.23,317,0.15217,0.15217,0.15217
4.2388,317,0.13746,0.13746,0.13746
4.24,318,0.13551,0.13551,0.13551
4.2457,318,0.12671,0.12671,0.12671
4.2499,318,0.12009,0.12009,0.12009
4.2581,319,0.10787,0.10787,0.10787
4.26,319,0.10519,0.10519,0.10519
4.265,319,0.097896,0.097896,0.097896
4.27,320,0.091124,0.091124,0.091124
4.275,320,0.084454,0.084454,0.084454
4.28,321,0.077835,0.077835,0.077835
4.285,321,0.071838,0.071838,0.071838
4.29,321,0.065842,0.065842,0.065842
4.295,322,0.060063,0.060063,0.060063
4.3,322,0.054715,0.054715,0.054715
4.305,322,0.049367,0.049367,0.049367
4.31,323,0.044466,0.044466,0.044466
4.315,323,0.039788,0.039788,0.039788
4.32,324,0.03511,0.03511,0.03511
4.325,324,0.031121,0.031121,0.031121
4.33,324,0.02713,0.02713,0.02713
4.335,325,0.023375,0.023375,0.023375
4.34,325,0.020089,0.020089,0.020089
4.345,325,0.016803,0.016803,0.016803
4.35,326,0.013995,0.013995,0.013995
4.355,326,0.011425,0.011425,0.011425
4.36,327,0.0088557,0.0088557,0.0088557
4.365,327,0.0070133,0.0070133,0.0070133
4.37,327,0.0051708,0.0051708,0.0051708
4.375,328,0.0035728,0.0035728,0.0035728
4.38,328,0.0024642,0.0024642,0.0024642
4.385,328,0.0013557,0.0013557,0.0013557
4.39,329,0.00073992,0.00073992,0.00073992
4.395,329,0.00036993,0.00036993,0.00036993
4.4,330,8.7116e-08,8.7116e-08,8.7116e-08
4.405,330,0.00045684,0.00045684,0.00045684
4.41,330,0.00091355,0.00091355,0.00091355
4.415,331,0.0016745,0.0016745,0.0016745
4.42,331,0.0030425,0.0030425,0.0030425
4.425,331,0.0044103,0.0044103,0.0044103
4.43,332,0.0063813,0.0063813,0.0063813
4.435,332,0.008654,0.008654,0.008654
4.44,333,0.010927,0.010927,0.010927
4.445,333,0.014094,0.014094,0.014094
4.45,333,0.01726,0.01726,0.01726
4.455,334,0.020719,0.020719,0.020719
4.46,334,0.024763,0.024763,0.024763
4.465,334,0.028806,0.028806,0.028806
4.47,335,0.033424,0.033424,0.033424
4.475,335,0.038326,0.038326,0.038326
4.48,336,0.043228,0.043228,0.043228
4.485,336,0.048967,0.048967,0.048967
4.49,336,0.054704,0.054704,0.054704
4.495,337,0.06071,0.06071,0.06071
4.5,337,0.067252,0.067252,0.067252
4.505,337,0.073796,0.073796,0.073796
4.51,338,0.080858,0.080858,0.080858
4.515,338,0.088174,0.088174,0.088174
4.52,339,0.095495,0.095495,0.095495
4.525,339,0.10355,0.10355,0.10355
4.53,339,0.11161,0.11161,0.11161
4.535,340,0.1199,0.1199,0.1199
4.54,340,0.12866,0.12866,0.12866
4.545,340,0.13741,0.13741,0.13741
4.55,341,0.14661,0.14661,0.14661
4.555,341,0.15602,0.15602,0.15602
4.56,342,0.16544,0.16544,0.16544
4.565,342,0.17546,0.17546,0.17546
4.57,342,0.18549,0.18549,0.18549
4.575,343,0.1957,0.1957,0.1957
4.58,343,0.20629,0.20629,0.20629
4.585,343,0.21688,0.21688,0.21688
4.59,344,0.22781,0.22781,0.22781
4.595,344,0.23891,0.23891,0.23891
4.6,345,0.25,0.25,0.25
4.605,345,0.26156,0.26156,0.26156
4.61,345,0.27312,0.27312,0.27312
4.615,346,0.28481,0.28481,0.28481
4.62,346,0.29676,0.29676,0.29676
4.625,346,0.30872,0.30872,0.30872
4.63,347,0.3209,0.3209,0.3209
4.635,347,0.3332,0.3332,0.3332
4.64,348,0.3455,0.3455,0.3455
4.645,348,0.35808,0.35808,0.35808
4.65,348,0.37066,0.37066,0.37066
4.655,349,0.38331,0.38331,0.38331
4.66,349,0.39611,0.39611,0.39611
4.665,349,0.40891,0.40891,0.40891
4.67,350,0.42182,0.42182,0.42182
4.675,350,0.43478,0.43478,0.43478
4.68,351,0.44774,0.44774,0.44774
4.685,351,0.46079,0.46079,0.46079
4.69,351,0.47385,0.47385,0.47385
4.695,352,0.48692,0.48692,0.48692
4.7,352,0.50001,0.50001,0.50001
4.705,352,0.51309,0.51309,0.51309
4.71,353,0.52616,0.52616,0.52616
4.715,353,0.53921,0.53921,0.53921
4.72,354,0.55227,0.55227,0.55227
4.725,354,0.56523,0.56523,0.56523
4.73,354,0.57819,0.57819,0.57819
4.735,355,0.5911,0.5911,0.5911
4.74,355,0.6039,0.6039,0.6039
4.745,355,0.6167,0.6167,0.6167
4.75,356,0.62935,0.62935,0.62935
4.755,356,0.64193,0.64193,0.64193
4.76,357,0.65451,0.65451,0.65451
4.765,357,0.66681,0.66681,0.66681
4.77,357,0.67911,0.67911,0.67911
4.775,358,0.69129,0.69129,0.69129
4.78,358,0.70325,0.70325,0.70325
4.785,358,0.71521,0.71521,0.71521
4.79,359,0.72689,0.72689,0.72689
4.795,359,0.73845,0.73845,0.73845
4.8,360,0.75,0.75,0.75
4.805,360,0.7611,0.7611,0.7611
4.81,360,0.7722,0.7722,0.7722
4.815,361,0.78313,0.78313,0.78313
4.82,361,0.79372,0.79372,0.79372
4.825,361,0.80431,0.80431,0.80431
4.83,362,0.81452,0.81452,0.81452
4.835,362,0.82454,0.82454,0.82454
4.84,363,0.83457,0.83457,0.83457
4.845,363,0.84398,0.84398,0.84398
4.85,363,0.8534,0.8534,0.8534
4.855,364,0.86259,0.86259,0.86259
4.86,364,0.87135,0.87135,0.87135
4.865,364,0.88011,0.88011,0.88011
4.87,365,0.88839,0.88839,0.88839
4.875,365,0.89645,0.89645,0.89645
4.88,366,0.90451,0.90451,0.90451
4.885,366,0.91183,0.91183,0.91183
4.89,366,0.91915,0.91915,0.91915
4.895,367,0.92621,0.92621,0.92621
4.9,367,0.93275,0.93275,0.93275
4.905,367,0.9393,0.9393,0.9393
4.91,368,0.9453,0.9453,0.9453
4.915,368,0.95104,0.95104,0.95104
4.92,369,0.95677,0.95677,0.95677
4.925,369,0.96168,0.96168,0.96168
4.93,369,0.96658,0.96658,0.96658
4.935,370,0.9712,0.9712,0.9712
4.94,370,0.97524,0.97524,0.97524
4.945,370,0.97928,0.97928,0.97928
4.95,371,0.98274,0.98274,0.98274
4.955,371,0.98591,0.98591,0.98591
4.96,372,0.98907,0.98907,0.98907
4.965,372,0.99135,0.99135,0.99135
4.97,372,0.99362,0.99362,0.99362
4.975,373,0.99559,0.99559,0.99559
4.98,373,0.99696,0.99696,0.99696
4.985,373,0.99833,0.99833,0.99833
4.99,374,0.99909,0.99909,0.99909
4.995,374,0.99954,0.99954,0.99954
5,375,1,1,1
5.005,375,0.99954,0.99954,0.99954
5.01,375,0.99909,0.99909,0.99909
5.015,376,0.99833,0.99833,0.99833
5.02,376,0.99696,0.99696,0.99696
5.025,376,0.99559,0.99559,0.99559
5.03,377,0.99362,0.99362,0.99362
5.035,377,0.99135,0.99135,0.99135
5.04,378,0.98907,0.98907,0.98907
5.045,378,0.98591,0.98591,0.98591
5.05,378,0.98274,0.98274,0.98274
5.055,379,0.97928,0.97928,0.97928
5.06,379,0.97524,0.97524,0.97524
5.065,379,0.97119,0.97119,0.97119
5.07,380,0.96658,0.96658,0.96658
5.075,380,0.96167,0.96167,0.96167
5.08,381,0.95677,0.95677,0.95677
5.085,381,0.95103,0.95103,0.95103
5.09,381,0.9453,0.9453,0.9453
5.095,382,0.93929,0.93929,0.93929
5.1,382,0.93275,0.93275,0.93275
5.105,382,0.9262,0.9262,0.9262
5.11,383,0.91914,0.91914,0.91914
5.115,383,0.91182,0.91182,0.91182
5.12,384,0.90451,0.90451,0.90451
5.125,384,0.89645,0.89645,0.89645
5.13,384,0.88839,0.88839,0.88839
5.135,385,0.8801,0.8801,0.8801
5.14,385,0.87134,0.87134,0.87134
5.145,385,0.86259,0.86259,0.86259
5.15,386,0.85339,0.85339,0.85339
5.155,386,0.84398,0.84398,0.84398
5.16,387,0.83456,0.83456,0.83456
5.165,387,0.82454,0.82454,0.82454
5.17,387,0.81451,0.81451,0.81451
5.175,388,0.8043,0.8043,0.8043
5.18,388,0.79371,0.79371,0.79371
5.185,388,0.78312,0.78312,0.78312
5.19,389,0.77219,0.77219,0.77219
5.195,389,0.76109,0.76109,0.76109
5.2,390,0.75,0.75,0.75
5.205,390,0.73844,0.73844,0.73844
5.21,390,0.72688,0.72688,0.72688
5.215,391,0.7152,0.7152,0.7152
5.22,391,0.70324,0.70324,0.70324
5.225,391,0.69128,0.69128,0.69128
5.23,392,0.6791,0.6791,0.6791
5.235,392,0.6668,0.6668,0.6668
5.24,393,0.6545,0.6545,0.6545
5.245,393,0.64193,0.64193,0.64193
5.25,393,0.62934,0.62934,0.62934
5.255,394,0.61669,0.61669,0.61669
5.26,394,0.60389,0.60389,0.60389
5.265,394,0.59109,0.59109,0.59109
5.27,395,0.57818,0.57818,0.57818
5.275,395,0.56522,0.56522,0.56522
5.28,396,0.55226,0.55226,0.55226
5.285,396,0.53921,0.53921,0.53921
5.29,396,0.52615,0.52615,0.52615
5.295,397,0.51308,0.51308,0.51308
5.3,397,0.49999,0.49999,0.49999
5.305,397,0.48691,0.48691,0.48691
5.31,398,0.47384,0.47384,0.47384
5.315,398,0.46079,0.46079,0.46079
5.32,399,0.44773,0.44773,0.44773
5.325,399,0.43477,0.43477,0.43477
5.33,399,0.42181,0.42181,0.42181
5.335,400,0.4089,0.4089,0.4089
5.34,400,0.39611,0.39611,0.39611
5.345,400,0.3833,0.3833,0.3833
5.35,401,0.37065,0.37065,0.37065
5.355,401,0.35807,0.35807,0.35807
5.36,402,0.34549,0.34549,0.34549
5.365,402,0.33319,0.33319,0.33319
5.37,402,0.32089,0.32089,0.32089
5.375,403,0.30871,0.30871,0.30871
5.38,403,0.29675,0.29675,0.29675
5.385,403,0.2848,0.2848,0.2848
5.39,404,0.27311,0.27311,0.27311
5.395,404,0.26155,0.26155,0.26155
5.4,405,0.25,0.25,0.25
5.405,405,0.2389,0.2389,0.2389
5.41,405,0.2278,0.2278,0.2278
5.415,406,0.21687,0.21687,0.21687
5.42,406,0.20628,0.20628,0.20628
5.425,406,0.19569,0.19569,0.19569
5.43,407,0.18548,0.18548,0.18548
5.435,407,0.17546,0.17546,0.17546
5.44,408,0.16543,0.16543,0.16543
5.445,408,0.15602,0.15602,0.15602
5.45,408,0.1466,0.1466,0.1466
5.455,409,0.13741,0.13741,0.13741
5.46,409,0.12865,0.12865,0.12865
5.465,409,0.11989,0.11989,0.11989
5.47,410,0.1116,0.1116,0.1116
5.475,410,0.10355,0.10355,0.10355
5.48,411,0.095489,0.095489,0.095489
5.485,411,0.08817,0.08817,0.08817
5.49,411,0.080853,0.080853,0.080853
5.495,412,0.073792,0.073792,0.073792
5.5,412,0.06725,0.06725,0.06725
5.505,412,0.060706,0.060706,0.060706
5.51,413,0.054699,0.054699,0.054699
5.515,413,0.048963,0.048963,0.048963
5.52,414,0.043225,0.043225,0.043225
5.525,414,0.038323,0.038323,0.038323
5.53,414,0.03342,0.03342,0.03342
5.535,415,0.028805,0.028805,0.028805
5.54,415,0.02476,0.02476,0.02476
5.545,415,0.020716,0.020716,0.020716
5.55,416,0.017257,0.017257,0.017257
5.555,416,0.014092,0.014092,0.014092
5.56,417,0.010925,0.010925,0.010925
5.565,417,0.0086531,0.0086531,0.0086531
5.57,417,0.0063742,0.0063742,0.0063742
5.575,418,0.0044093,0.0044093,0.0044093
5.58,418,0.0030417,0.0030417,0.0030417
5.585,418,0.0016734,0.0016734,0.0016734
5.59,419,0.00091329,0.00091329,0.00091329
5.595,419,0.00045662,0.00045662,0.00045662
5.6,420,2.2049e-07,2.2049e-07,2.2049e-07
5.605,420,0.00057823,0.00057823,0.00057823
5.61,420,0.0011562,0.0011562,0.0011562
5.615,421,0.0021186,0.0021186,0.0021186
5.62,421,0.0038489,0.0038489,0.0038489
5.625,421,0.0055794,0.0055794,0.0055794
5.63,422,0.0080719,0.0080719,0.0080719
5.635,422,0.010944,0.010944,0.010944
5.64,423,0.013816,0.013816,0.013816
5.645,423,0.017812,0.017812,0.017812
5.65,423,0.021809,0.021809,0.021809
5.655,424,0.026172,0.026172,0.026172
5.66,424,0.031268,0.031268,0.031268
5.665,424,0.036363,0.036363,0.036363
5.6707,425,0.042989,0.042989,0.042989
5.675,425,0.048336,0.048336,0.048336
5.68,426,0.054498,0.054498,0.054498
5.6851,426,0.061772,0.061772,0.061772
5.69,426,0.068886,0.068886,0.068886
5.695,427,0.07641,0.07641,0.07641
5.7,427,0.08459,0.08459,0.08459
5.705,427,0.092768,0.092768,0.092768
5.71,428,0.10157,0.10157,0.10157
5.715,428,0.11068,0.11068,0.11068
5.72,429,0.1198,0.1198,0.1198
5.725,429,0.12979,0.12979,0.12979
5.73,429,0.13979,0.13979,0.13979
5.735,430,0.15006,0.15006,0.15006
5.74,430,0.16087,0.16087,0.16087
5.745,430,0.17167,0.17167,0.17167
5.75,431,0.18299,0.18299,0.18299
5.755,431,0.19455,0.19455,0.19455
5.76,432,0.20611,0.20611,0.20611
5.765,432,0.21835,0.21835,0.21835
5.77,432,0.23059,0.23059,0.23059
5.775,433,0.24303,0.24303,0.24303
5.78,433,0.25588,0.25588,0.25588
5.785,433,0.26873,0.26873,0.26873
5.79,434,0.28192,0.28192,0.28192
5.795,434,0.29529,0.29529,0.29529
5.8,435,0.30866,0.30866,0.30866
5.805,435,0.32248,0.32248,0.32248
5.81,435,0.33629,0.33629,0.33629
5.815,436,0.35022,0.35022,0.35022
5.82,436,0.36439,0.36439,0.36439
5.825,436,0.37856,0.37856,0.37856
5.83,437,0.39291,0.39291,0.39291
5.835,437,0.40735,0.40735,0.40735
5.84,438,0.42179,0.42179,0.42179
5.845,438,0.43641,0.43641,0.43641
5.85,438,0.45103,0.45103,0.45103
5.855,439,0.46568,0.46568,0.46568
5.86,439,0.48039,0.48039,0.48039
5.865,439,0.4951,0.4951,0.4951
5.87,440,0.50981,0.50981,0.50981
5.875,440,0.52452,0.52452,0.52452
5.88,441,0.53924,0.53924,0.53924
5.885,441,0.55386,0.55386,0.55386
5.89,441,0.56848,0.56848,0.56848
5.895,442,0.58304,0.58304,0.58304
5.9,442,0.59748,0.59748,0.59748
5.905,442,0.61192,0.61192,0.61192
5.91,443,0.62618,0.62618,0.62618
5.915,443,0.64034,0.64034,0.64034
5.92,444,0.65451,0.65451,0.65451
5.925,444,0.66833,0.66833,0.66833
5.93,444,0.68214,0.68214,0.68214
5.935,445,0.6958,0.6958,0.6958
5.94,445,0.70916,0.70916,0.70916
5.945,445,0.72254,0.72254,0.72254
5.95,446,0.73556,0.73556,0.73556
5.955,446,0.74841,0.74841,0.74841
5.96,447,0.76125,0.76125,0.76125
5.965,447,0.77349,0.77349,0.77349
5.97,447,0.78574,0.78574,0.78574
5.975,448,0.79775,0.79775,0.79775
5.98,448,0.80931,0.80931,0.80931
5.985,448,0.82087,0.82087,0.82087
5.99,449,0.83194,0.83194,0.83194
5.995,449,0.84274,0.84274,0.84274
6,450,0.85356,0.85356,0.85356
6.005,450,0.86355,0.86355,0.86355
6.01,450,0.87354,0.87354,0.87354
6.015,451,0.88324,0.88324,0.88324
6.02,451,0.89236,0.89236,0.89236
6.025,451,0.90147,0.90147,0.90147
6.03,452,0.90996,0.90996,0.90996
6.035,452,0.91814,0.91814,0.91814
6.04,453,0.92632,0.92632,0.92632
6.045,453,0.93352,0.93352,0.93352
6.05,453,0.94071,0.94071,0.94071
6.055,454,0.94756,0.94756,0.94756
6.06,454,0.95372,0.95372,0.95372
6.065,454,0.95989,0.95989,0.95989
6.07,455,0.96534,0.96534,0.96534
6.075,455,0.97043,0.97043,0.97043
6.08,456,0.97553,0.97553,0.97553
6.085,456,0.97953,0.97953,0.97953
6.09,456,0.98352,0.98352,0.98352
6.095,457,0.98714,0.98714,0.98714
6.1,457,0.99002,0.99002,0.99002
6.105,457,0.99289,0.99289,0.99289
6.11,458,0.995,0.995,0.995
6.115,458,0.99673,0.99673,0.99673
6.12,459,0.99846,0.99846,0.99846
6.125,459,0.99904,0.99904,0.99904
6.13,459,0.99961,0.99961,0.99961
6.135,460,0.99981,0.99981,0.99981
6.14,460,0.99923,0.99923,0.99923
6.145,460,0.99865,0.99865,0.99865
6.15,461,0.9973,0.9973,0.9973
6.155,461,0.99557,0.99557,0.99557
6.16,462,0.99384,0.99384,0.99384
6.165,462,0.99097,0.99097,0.99097
6.17,462,0.9881,0.9881,0.9881
6.175,463,0.98485,0.98485,0.98485
6.18,463,0.98085,0.98085,0.98085
6.185,463,0.97686,0.97686,0.97686
6.19,464,0.97213,0.97213,0.97213
6.195,464,0.96703,0.96703,0.96703
6.2,465,0.96194,0.96194,0.96194
6.205,465,0.95577,0.95577,0.95577
6.21,465,0.94961,0.94961,0.94961
6.215,466,0.9431,0.9431,0.9431
6.22,466,0.93591,0.93591,0.93591
6.225,466,0.92872,0.92872,0.92872
6.23,467,0.92086,0.92086,0.92086
6.235,467,0.91268,0.91268,0.91268
6.24,468,0.90451,0.90451,0.90451
6.245,468,0.89539,0.89539,0.89539
6.25,468,0.88628,0.88628,0.88628
6.255,469,0.87687,0.87687,0.87687
6.26,469,0.86687,0.86687,0.86687
6.265,469,0.85688,0.85688,0.85688
6.27,470,0.84634,0.84634,0.84634
6.275,470,0.83553,0.83553,0.83553
6.28,471,0.82472,0.82472,0.82472
6.285,471,0.81316,0.81316,0.81316
6.29,471,0.8016,0.8016,0.8016
6.295,472,0.78981,0.78981,0.78981
6.3,472,0.77757,0.77757,0.77757
6.305,472,0.76533,0.76533,0.76533
6.31,473,0.75268,0.75268,0.75268
6.315,473,0.73984,0.73984,0.73984
6.32,474,0.72699,0.72699,0.72699
6.325,474,0.71362,0.71362,0.71362
6.33,474,0.70025,0.70025,0.70025
6.335,475,0.68674,0.68674,0.68674
6.34,475,0.67292,0.67292,0.67292
6.345,475,0.65911,0.65911,0.65911
6.35,476,0.64506,0.64506,0.64506
6.355,476,0.63089,0.63089,0.63089
6.36,477,0.61672,0.61672,0.61672
6.365,477,0.60228,0.60228,0.60228
6.37,477,0.58784,0.58784,0.58784
6.375,478,0.57334,0.57334,0.57334
6.38,478,0.55872,0.55872,0.55872
6.385,478,0.5441,0.5441,0.5441
6.39,479,0.52942,0.52942,0.52942
6.395,479,0.51471,0.51471,0.51471
6.4,480,0.5,0.5,0.5
6.405,480,0.48528,0.48528,0.48528
6.41,480,0.47057,0.47057,0.47057
6.415,481,0.45589,0.45589,0.45589
6.42,481,0.44127,0.44127,0.44127
6.425,481,0.42665,0.42665,0.42665
6.43,482,0.41215,0.41215,0.41215
6.435,482,0.39771,0.39771,0.39771
6.44,483,0.38327,0.38327,0.38327
6.445,483,0.3691,0.3691,0.3691
6.45,483,0.35493,0.35493,0.35493
6.455,484,0.34088,0.34088,0.34088
6.46,484,0.32707,0.32707,0.32707
6.465,484,0.31326,0.31326,0.31326
6.47,485,0.29974,0.29974,0.29974
6.475,485,0.28637,0.28637,0.28637
6.48,486,0.273,0.273,0.273
6.485,486,0.26015,0.26015,0.26015
6.49,486,0.24731,0.24731,0.24731
6.495,487,0.23467,0.23467,0.23467
6.5,487,0.22242,0.22242,0.22242
6.505,487,0.21018,0.21018,0.21018
6.51,488,0.19839,0.19839,0.19839
6.515,488,0.18683,0.18683,0.18683
6.52,489,0.17527,0.17527,0.17527
6.525,489,0.16446,0.16446,0.16446
6.53,489,0.15365,0.15365,0.15365
6.535,490,0.14311,0.14311,0.14311
6.54,490,0.13312,0.13312,0.13312
6.545,490,0.12312,0.12312,0.12312
6.55,491,0.11372,0.11372,0.11372
6.555,491,0.1046,0.1046,0.1046
6.56,492,0.095488,0.095488,0.095488
6.565,492,0.08731,0.08731,0.08731
6.57,492,0.079131,0.079131,0.079131
6.575,493,0.071279,0.071279,0.071279
6.58,493,0.064086,0.064086,0.064086
6.585,493,0.056892,0.056892,0.056892
6.59,494,0.050385,0.050385,0.050385
6.595,494,0.044221,0.044221,0.044221
6.6,495,0.038058,0.038058,0.038058
6.605,495,0.032963,0.032963,0.032963
6.61,495,0.027867,0.027867,0.027867
6.615,496,0.023138,0.023138,0.023138
6.62,496,0.019142,0.019142,0.019142
6.625,496,0.015146,0.015146,0.015146
6.63,497,0.011899,0.011899,0.011899
6.635,497,0.0090267,0.0090267,0.0090267
6.64,498,0.0061555,0.0061555,0.0061555
6.645,498,0.004425,0.004425,0.004425
6.65,498,0.0026945,0.0026945,0.0026945
6.655,499,0.0013484,0.0013484,0.0013484
6.66,499,0.00077039,0.00077039,0.00077039
6.665,499,0.00019243,0.00019243,0.00019243
6.67,500,0.00050339,0.00050339,0.00050339
6.675,500,0.0012584,0.0012584,0.0012584
6.68,501,0.0020139,0.0020139,0.0020139
6.685,501,0.0042722,0.0042722,0.0042722
6.69,501,0.0065302,0.0065302,0.0065302
6.695,502,0.0092841,0.0092841,0.0092841
6.7,502,0.013029,0.013029,0.013029
6.705,502,0.016772,0.016772,0.016772
6.71,503,0.021487,0.021487,0.021487
6.715,503,0.026685,0.026685,0.026685
6.72,504,0.031886,0.031886,0.031886
6.725,504,0.038498,0.038498,0.038498
6.73,504,0.04511,0.04511,0.04511
6.735,505,0.052177,0.052177,0.052177
6.74,505,0.060148,0.060148,0.060148
6.745,505,0.068121,0.068121,0.068121
6.75,506,0.076958,0.076958,0.076958
6.755,506,0.086227,0.086227,0.086227
6.76,507,0.095496,0.095496,0.095496
6.765,507,0.10598,0.10598,0.10598
6.77,507,0.11647,0.11647,0.11647
6.775,508,0.12734,0.12734,0.12734
6.78,508,0.13897,0.13897,0.13897
6.785,508,0.1506,0.1506,0.1506
6.79,509,0.16292,0.16292,0.16292
6.795,509,0.17559,0.17559,0.17559
6.8,510,0.18826,0.18826,0.18826
6.805,510,0.20187,0.20187,0.20187
6.81,510,0.21548,0.21548,0.21548
6.815,511,0.22937,0.22937,0.22937
6.82,511,0.24381,0.24381,0.24381
6.825,511,0.25825,0.25825,0.25825
6.83,512,0.27318,0.27318,0.27318
6.835,512,0.28833,0.28833,0.28833
6.84,513,0.30349,0.30349,0.30349
6.845,513,0.31925,0.31925,0.31925
6.85,513,0.335,0.335,0.335
6.855,514,0.3509,0.3509,0.3509
6.86,514,0.36706,0.36706,0.36706
6.865,514,0.38334,0.38334,0.38334
6.87,515,0.39978,0.39978,0.39978
6.875,515,0.41634,0.41634,0.41634
6.88,516,0.43289,0.43289,0.43289
6.885,516,0.44965,0.44965,0.44965
6.89,516,0.4664,0.4664,0.4664
6.895,517,0.48318,0.48318,0.48318
6.9,517,0.5,0.5,0.5
6.905,517,0.51683,0.51683,0.51683
6.91,518,0.53361,0.53361,0.53361
6.915,518,0.55036,0.55036,0.55036
6.92,519,0.56712,0.56712,0.56712
6.925,519,0.58368,0.58368,0.58368
6.93,519,0.60023,0.60023,0.60023
6.935,520,0.61667,0.61667,0.61667
6.94,520,0.63289,0.63289,0.63289
6.945,520,0.64911,0.64911,0.64911
6.95,521,0.66502,0.66502,0.66502
6.955,521,0.68076,0.68076,0.68076
6.96,522,0.69652,0.69652,0.69652
6.965,522,0.71168,0.71168,0.71168
6.97,522,0.72683,0.72683,0.72683
6.975,523,0.74175,0.74175,0.74175
6.98,523,0.7562,0.7562,0.7562
6.985,523,0.77064,0.77064,0.77064
6.99,524,0.78453,0.78453,0.78453
6.995,524,0.79814,0.79814,0.79814
7,525,0.81175,0.81175,0.81175
7.005,525,0.82442,0.82442,0.82442
7.01,525,0.83709,0.83709,0.83709
7.015,526,0.84941,0.84941,0.84941
7.02,526,0.86104,0.86104,0.86104
7.025,526,0.87266,0.87266,0.87266
7.03,527,0.88353,0.88353,0.88353
7.035,527,0.89402,0.89402,0.89402
7.04,528,0.90451,0.90451,0.90451
7.045,528,0.91378,0.91378,0.91378
7.05,528,0.92305,0.92305,0.92305
7.055,529,0.93189,0.93189,0.93189
7.06,529,0.93986,0.93986,0.93986
7.065,529,0.94783,0.94783,0.94783
7.07,530,0.9549,0.9549,0.9549
7.075,530,0.96151,0.96151,0.96151
7.08,531,0.96812,0.96812,0.96812
7.085,531,0.97332,0.97332,0.97332
7.09,531,0.97852,0.97852,0.97852
