time (s),x,y,z
0.9866666666666667,0.8715724127386971,0.8715724127386971,0.8715724127386971
1.0,0.8535533905932737,0.8535533905932737,0.8535533905932737
1.0133333333333332,0.8345653031794292,0.8345653031794292,0.8345653031794292
1.0266666666666666,0.8146601955249185,0.8146601955249185,0.8146601955249185
1.04,0.7938926261462367,0.7938926261462367,0.7938926261462367
1.0533333333333332,0.7723195175075136,0.7723195175075136,0.7723195175075136
1.0666666666666667,0.7500000000000001,0.7500000000000001,0.7500000000000001
1.08,0.7269952498697735,0.7269952498697735,0.7269952498697735
1.0933333333333333,0.7033683215379002,0.7033683215379002,0.7033683215379002
1.1066666666666667,0.6791839747726504,0.6791839747726504,0.6791839747726504
1.12,0.6545084971874737,0.6545084971874737,0.6545084971874737
1.1333333333333333,0.6294095225512604,0.6294095225512604,0.6294095225512604
1.1466666666666667,0.6039558454088799,0.6039558454088799,0.6039558454088799
1.1600000000000001,0.5782172325201155,0.5782172325201155,0.5782172325201155
1.1733333333333333,0.5522642316338271,0.5522642316338271,0.5522642316338271
1.1866666666666668,0.5261679781214718,0.5261679781214718,0.5261679781214718
1.2,0.5000000000000001,0.5000000000000001,0.5000000000000001
1.2133333333333334,0.47383202187852846,0.47383202187852846,0.47383202187852846
1.2266666666666666,0.447735768366173,0.447735768366173,0.447735768366173
1.24,0.4217827674798847,0.4217827674798847,0.4217827674798847
1.2533333333333332,0.39604415459112025,0.39604415459112025,0.39604415459112025
1.2666666666666668,0.3705904774487399,0.3705904774487399,0.3705904774487399
1.28,0.34549150281252644,0.34549150281252644,0.34549150281252644
1.2933333333333332,0.32081602522734987,0.32081602522734987,0.32081602522734987
1.3066666666666666,0.29663167846210015,0.29663167846210015,0.29663167846210015
1.32,0.2730047501302266,0.2730047501302266,0.2730047501302266
1.3333333333333333,0.24999999999999994,0.24999999999999994,0.24999999999999994
1.3466666666666667,0.22768048249248665,0.22768048249248665,0.22768048249248665
1.36,0.2061073738537635,0.2061073738537635,0.2061073738537635
1.3733333333333333,0.1853398044750816,0.1853398044750816,0.1853398044750816
1.3866666666666667,0.16543469682057077,0.16543469682057077,0.16543469682057077
1.4000000000000001,0.14644660940672632,0.14644660940672632,0.14644660940672632
1.4133333333333333,0.12842758726130316,0.12842758726130316,0.12842758726130316
1.4266666666666667,0.11142701927151444,0.11142701927151444,0.11142701927151444
1.44,0.09549150281252634,0.09549150281252634,0.09549150281252634
1.4533333333333334,0.08066471602728797,0.08066471602728797,0.08066471602728797
1.4666666666666668,0.06698729810778081,0.06698729810778081,0.06698729810778081
1.48,0.05449673790581613,0.05449673790581613,0.05449673790581613
1.4933333333333334,0.043227271178699546,0.043227271178699546,0.043227271178699546
1.5066666666666668,0.03320978675139922,0.03320978675139922,0.03320978675139922
1.52,0.02447174185242325,0.02447174185242325,0.02447174185242325
1.5333333333333332,0.01703708685546585,0.01703708685546585,0.01703708685546585
1.5466666666666669,0.010926199633097235,0.010926199633097235,0.010926199633097235
1.56,0.0061558297024311565,0.0061558297024311565,0.0061558297024311565
1.5733333333333333,0.0027390523158633755,0.0027390523158633755,0.0027390523158633755
1.586666666666667,0.000685232622713054,0.000685232622713054,0.000685232622713054
1.6,0.0,0.0,0.0
1.6133333333333333,0.0008154480369321602,0.0008154480369321602,0.0008154480369321602
1.6266666666666665,0.003259132325724895,0.003259132325724895,0.003259132325724895
1.6400000000000001,0.007323082076153493,0.007323082076153493,0.007323082076153493
1.6533333333333333,0.01299404152883324,0.01299404152883324,0.01299404152883324
1.6666666666666665,0.020253513192751305,0.020253513192751305,0.020253513192751305
1.6800000000000002,0.02907781818023765,0.02907781818023765,0.02907781818023765
1.6933333333333334,0.039438173442574935,0.039438173442574935,0.039438173442574935
1.7066666666666666,0.05130078565432079,0.05130078565432079,0.05130078565432079
1.7199999999999998,0.06462696144011142,0.06462696144011142,0.06462696144011142
1.7333333333333334,0.0793732335844094,0.0793732335844094,0.0793732335844094
1.7466666666666666,0.09549150281252627,0.09549150281252627,0.09549150281252627
1.7599999999999998,0.11292919468045876,0.11292919468045876,0.11292919468045876
1.7733333333333334,0.13162943106179753,0.13162943106179753,0.13162943106179753
1.7866666666666666,0.15153121567235325,0.15153121567235325,0.15153121567235325
1.7999999999999998,0.17256963302735742,0.17256963302735742,0.17256963302735742
1.8133333333333335,0.19467606018228092,0.19467606018228092,0.19467606018228092
1.8266666666666667,0.21777839056661538,0.21777839056661538,0.21777839056661538
1.8399999999999999,0.24180126918051903,0.24180126918051903,0.24180126918051903
1.8533333333333333,0.2666663383871631,0.2666663383871631,0.2666663383871631
1.8666666666666667,0.2922924934990568,0.2922924934990568,0.2922924934990568
1.88,0.3185961473246795,0.3185961473246795,0.3185961473246795
1.8933333333333333,0.3454915028125263,0.3454915028125263,0.3454915028125263
1.9066666666666667,0.3728908329032565,0.3728908329032565,0.3728908329032565
1.92,0.4007047666771273,0.4007047666771273,0.4007047666771273
1.9333333333333333,0.42884258086335736,0.42884258086335736,0.42884258086335736
1.9466666666666665,0.45721249576058004,0.45721249576058004,0.45721249576058004
1.96,0.48572197460315186,0.48572197460315186,0.48572197460315186
1.9733333333333334,0.5142780253968481,0.5142780253968481,0.5142780253968481
1.9866666666666666,0.5427875042394198,0.5427875042394198,0.5427875042394198
2.0,0.5711574191366425,0.5711574191366425,0.5711574191366425
2.013333333333333,0.5992952333228726,0.5992952333228726,0.5992952333228726
2.0266666666666664,0.6271091670967435,0.6271091670967435,0.6271091670967435
2.04,0.6545084971874737,0.6545084971874737,0.6545084971874737
2.0533333333333332,0.6814038526753204,0.6814038526753204,0.6814038526753204
2.0666666666666664,0.707707506500943,0.707707506500943,0.707707506500943
2.08,0.7333336616128368,0.7333336616128368,0.7333336616128368
2.0933333333333333,0.7581987308194809,0.7581987308194809,0.7581987308194809
2.1066666666666665,0.7822216094333845,0.7822216094333845,0.7822216094333845
2.12,0.8053239398177191,0.8053239398177191,0.8053239398177191
2.1333333333333333,0.8274303669726425,0.8274303669726425,0.8274303669726425
2.1466666666666665,0.8484687843276467,0.8484687843276467,0.8484687843276467
2.16,0.8683705689382026,0.8683705689382026,0.8683705689382026
2.1733333333333333,0.8870708053195413,0.8870708053195413,0.8870708053195413
2.1866666666666665,0.9045084971874736,0.9045084971874736,0.9045084971874736
2.2,0.9206267664155905,0.9206267664155905,0.9206267664155905
2.2133333333333334,0.9353730385598884,0.9353730385598884,0.9353730385598884
2.2266666666666666,0.948699214345679,0.948699214345679,0.948699214345679
2.24,0.9605618265574252,0.9605618265574252,0.9605618265574252
2.2533333333333334,0.9709221818197623,0.9709221818197623,0.9709221818197623
2.2666666666666666,0.9797464868072486,0.9797464868072486,0.9797464868072486
2.2800000000000002,0.9870059584711668,0.9870059584711668,0.9870059584711668
2.2933333333333334,0.9926769179238464,0.9926769179238464,0.9926769179238464
2.3066666666666666,0.996740867674275,0.996740867674275,0.996740867674275
2.3200000000000003,0.9991845519630679,0.9991845519630679,0.9991845519630679
2.3333333333333335,1.0,1.0,1.0
2.3466666666666667,0.9991845519630679,0.9991845519630679,0.9991845519630679
2.36,0.996740867674275,0.996740867674275,0.996740867674275
2.3733333333333335,0.9926769179238466,0.9926769179238466,0.9926769179238466
2.3866666666666667,0.9870059584711668,0.9870059584711668,0.9870059584711668
2.4,0.9797464868072489,0.9797464868072489,0.9797464868072489
2.4133333333333336,0.9709221818197623,0.9709221818197623,0.9709221818197623
2.4266666666666667,0.9605618265574252,0.9605618265574252,0.9605618265574252
2.44,0.948699214345679,0.948699214345679,0.948699214345679
2.453333333333333,0.9353730385598886,0.9353730385598886,0.9353730385598886
2.466666666666667,0.9206267664155905,0.9206267664155905,0.9206267664155905
2.48,0.9045084971874738,0.9045084971874738,0.9045084971874738
2.493333333333333,0.8870708053195411,0.8870708053195411,0.8870708053195411
2.5066666666666664,0.8683705689382026,0.8683705689382026,0.8683705689382026
2.52,0.8484687843276467,0.8484687843276467,0.8484687843276467
2.5333333333333337,0.8274303669726426,0.8274303669726426,0.8274303669726426
2.5466666666666664,0.8053239398177188,0.8053239398177188,0.8053239398177188
2.56,0.7822216094333845,0.7822216094333845,0.7822216094333845
2.5733333333333337,0.7581987308194809,0.7581987308194809,0.7581987308194809
2.5866666666666664,0.733333661612837,0.733333661612837,0.733333661612837
2.6,0.7077075065009436,0.7077075065009436,0.7077075065009436
2.6133333333333333,0.6814038526753208,0.6814038526753208,0.6814038526753208
2.6266666666666665,0.6545084971874737,0.6545084971874737,0.6545084971874737
2.64,0.6271091670967435,0.6271091670967435,0.6271091670967435
2.6533333333333333,0.5992952333228729,0.5992952333228729,0.5992952333228729
2.6666666666666665,0.5711574191366425,0.5711574191366425,0.5711574191366425
2.68,0.5427875042394202,0.5427875042394202,0.5427875042394202
2.6933333333333334,0.5142780253968482,0.5142780253968482,0.5142780253968482
2.7066666666666666,0.48572197460315186,0.48572197460315186,0.48572197460315186
2.72,0.45721249576057993,0.45721249576057993,0.45721249576057993
2.7333333333333334,0.42884258086335764,0.42884258086335764,0.42884258086335764
2.7466666666666666,0.4007047666771273,0.4007047666771273,0.4007047666771273
2.7600000000000002,0.37289083290325675,0.37289083290325675,0.37289083290325675
2.7733333333333334,0.34549150281252644,0.34549150281252644,0.34549150281252644
2.7866666666666666,0.3185961473246795,0.3185961473246795,0.3185961473246795
2.8000000000000003,0.2922924934990566,0.2922924934990566,0.2922924934990566
2.8133333333333335,0.2666663383871632,0.2666663383871632,0.2666663383871632
2.8266666666666667,0.24180126918051933,0.24180126918051933,0.24180126918051933
2.84,0.21777839056661555,0.21777839056661555,0.21777839056661555
2.8533333333333335,0.1946760601822813,0.1946760601822813,0.1946760601822813
2.8666666666666667,0.1725696330273574,0.1725696330273574,0.1725696330273574
2.88,0.15153121567235336,0.15153121567235336,0.15153121567235336
2.8933333333333335,0.13162943106179753,0.13162943106179753,0.13162943106179753
2.9066666666666667,0.11292919468045894,0.11292919468045894,0.11292919468045894
2.92,0.09549150281252634,0.09549150281252634,0.09549150281252634
2.9333333333333336,0.07937323358440962,0.07937323358440962,0.07937323358440962
2.9466666666666668,0.06462696144011153,0.06462696144011153,0.06462696144011153
2.96,0.05130078565432083,0.05130078565432083,0.05130078565432083
2.9733333333333336,0.0394381734425749,0.0394381734425749,0.0394381734425749
2.986666666666667,0.029077818180237715,0.029077818180237715,0.029077818180237715
3.0,0.020253513192751312,0.020253513192751312,0.020253513192751312
3.0133333333333336,0.012994041528833317,0.012994041528833317,0.012994041528833317
3.0266666666666664,0.007323082076153522,0.007323082076153522,0.007323082076153522
3.04,0.003259132325724896,0.003259132325724896,0.003259132325724896
3.0533333333333337,0.0008154480369321511,0.0008154480369321511,0.0008154480369321511
3.0666666666666664,0.0,0.0,0.0
3.08,0.000986635785864219,0.000986635785864219,0.000986635785864219
3.0933333333333337,0.003942649342761085,0.003942649342761085,0.003942649342761085
3.1066666666666665,0.008856374635655659,0.008856374635655659,0.008856374635655659
3.12,0.015708419435684445,0.015708419435684445,0.015708419435684445
3.1333333333333337,0.024471741852423214,0.024471741852423214,0.024471741852423214
3.1466666666666665,0.035111757055874285,0.035111757055874285,0.035111757055874285
3.16,0.04758647376699024,0.04758647376699024,0.04758647376699024
3.173333333333334,0.06184665997806821,0.06184665997806821,0.06184665997806821
3.1866666666666665,0.07783603724899248,0.07783603724899248,0.07783603724899248
3.2,0.09549150281252627,0.09549150281252627,0.09549150281252627
3.213333333333334,0.11474337861210537,0.11474337861210537,0.11474337861210537
3.2266666666666666,0.1355156862892942,0.1355156862892942,0.1355156862892942
3.24,0.15772644703565566,0.15772644703565566,0.15772644703565566
3.253333333333333,0.1812880051256552,0.1812880051256552,0.1812880051256552
3.2666666666666666,0.2061073738537634,0.2061073738537634,0.2061073738537634
3.2800000000000002,0.23208660251050173,0.23208660251050173,0.23208660251050173
3.293333333333333,0.2591231629491424,0.2591231629491424,0.2591231629491424
3.3066666666666666,0.2871103542174637,0.2871103542174637,0.2871103542174637
3.3200000000000003,0.315937723657661,0.315937723657661,0.315937723657661
3.333333333333333,0.3454915028125263,0.3454915028125263,0.3454915028125263
3.3466666666666667,0.37565505641757246,0.37565505641757246,0.37565505641757246
3.3600000000000003,0.4063093427071376,0.4063093427071376,0.4063093427071376
3.373333333333333,0.4373333832178478,0.4373333832178478,0.4373333832178478
3.3866666666666667,0.4686047402353432,0.4686047402353432,0.4686047402353432
3.4000000000000004,0.5000000000000001,0.5000000000000001,0.5000000000000001
3.413333333333333,0.5313952597646567,0.5313952597646567,0.5313952597646567
3.4266666666666667,0.5626666167821522,0.5626666167821522,0.5626666167821522
3.4399999999999995,0.5936906572928623,0.5936906572928623,0.5936906572928623
3.453333333333333,0.6243449435824273,0.6243449435824273,0.6243449435824273
3.466666666666667,0.6545084971874737,0.6545084971874737,0.6545084971874737
3.4799999999999995,0.684062276342339,0.684062276342339,0.684062276342339
3.493333333333333,0.7128896457825363,0.7128896457825363,0.7128896457825363
3.506666666666667,0.7408768370508576,0.7408768370508576,0.7408768370508576
3.5199999999999996,0.7679133974894985,0.7679133974894985,0.7679133974894985
3.533333333333333,0.7938926261462365,0.7938926261462365,0.7938926261462365
3.546666666666667,0.818711994874345,0.818711994874345,0.818711994874345
3.5599999999999996,0.8422735529643444,0.8422735529643444,0.8422735529643444
3.5733333333333333,0.8644843137107057,0.8644843137107057,0.8644843137107057
3.586666666666667,0.8852566213878946,0.8852566213878946,0.8852566213878946
3.5999999999999996,0.9045084971874736,0.9045084971874736,0.9045084971874736
3.6133333333333333,0.9221639627510073,0.9221639627510073,0.9221639627510073
3.626666666666667,0.9381533400219317,0.9381533400219317,0.9381533400219317
3.6399999999999997,0.9524135262330096,0.9524135262330096,0.9524135262330096
3.6533333333333333,0.9648882429441256,0.9648882429441256,0.9648882429441256
3.6666666666666665,0.9755282581475768,0.9755282581475768,0.9755282581475768
3.6799999999999997,0.9842915805643156,0.9842915805643156,0.9842915805643156
3.6933333333333334,0.9911436253643443,0.9911436253643443,0.9911436253643443
3.7066666666666666,0.9960573506572389,0.9960573506572389,0.9960573506572389
3.7199999999999998,0.9990133642141359,0.9990133642141359,0.9990133642141359
3.7333333333333334,1.0,1.0,1.0
3.7466666666666666,0.9990133642141359,0.9990133642141359,0.9990133642141359
3.76,0.9960573506572389,0.9960573506572389,0.9960573506572389
3.7733333333333334,0.9911436253643443,0.9911436253643443,0.9911436253643443
3.7866666666666666,0.9842915805643154,0.9842915805643154,0.9842915805643154
3.8,0.9755282581475766,0.9755282581475766,0.9755282581475766
3.8133333333333335,0.9648882429441256,0.9648882429441256,0.9648882429441256
3.8266666666666667,0.9524135262330098,0.9524135262330098,0.9524135262330098
3.84,0.938153340021932,0.938153340021932,0.938153340021932
3.8533333333333335,0.9221639627510075,0.9221639627510075,0.9221639627510075
3.8666666666666667,0.9045084971874738,0.9045084971874738,0.9045084971874738
3.88,0.8852566213878946,0.8852566213878946,0.8852566213878946
3.893333333333333,0.8644843137107059,0.8644843137107059,0.8644843137107059
3.9066666666666667,0.8422735529643446,0.8422735529643446,0.8422735529643446
3.92,0.8187119948743448,0.8187119948743448,0.8187119948743448
3.933333333333333,0.7938926261462367,0.7938926261462367,0.7938926261462367
3.9466666666666668,0.7679133974894982,0.7679133974894982,0.7679133974894982
3.96,0.7408768370508576,0.7408768370508576,0.7408768370508576
3.973333333333333,0.7128896457825361,0.7128896457825361,0.7128896457825361
3.986666666666667,0.6840622763423394,0.6840622763423394,0.6840622763423394
4.0,0.6545084971874737,0.6545084971874737,0.6545084971874737
4.013333333333334,0.6243449435824276,0.6243449435824276,0.6243449435824276
4.026666666666666,0.5936906572928623,0.5936906572928623,0.5936906572928623
4.04,0.5626666167821522,0.5626666167821522,0.5626666167821522
4.053333333333333,0.5313952597646565,0.5313952597646565,0.5313952597646565
4.066666666666666,0.5000000000000001,0.5000000000000001,0.5000000000000001
4.08,0.46860474023534354,0.46860474023534354,0.46860474023534354
4.093333333333334,0.4373333832178478,0.4373333832178478,0.4373333832178478
4.1066666666666665,0.40630934270713787,0.40630934270713787,0.40630934270713787
4.12,0.37565505641757246,0.37565505641757246,0.37565505641757246
4.133333333333333,0.34549150281252644,0.34549150281252644,0.34549150281252644
4.1466666666666665,0.3159377236576609,0.3159377236576609,0.3159377236576609
4.16,0.28711035421746406,0.28711035421746406,0.28711035421746406
4.173333333333334,0.2591231629491425,0.2591231629491425,0.2591231629491425
4.1866666666666665,0.232086602510502,0.232086602510502,0.232086602510502
4.2,0.2061073738537635,0.2061073738537635,0.2061073738537635
4.213333333333333,0.18128800512565535,0.18128800512565535,0.18128800512565535
4.226666666666667,0.15772644703565566,0.15772644703565566,0.15772644703565566
4.24,0.13551568628929436,0.13551568628929436,0.13551568628929436
4.253333333333334,0.11474337861210533,0.11474337861210533,0.11474337861210533
4.266666666666667,0.09549150281252634,0.09549150281252634,0.09549150281252634
4.28,0.07783603724899238,0.07783603724899238,0.07783603724899238
4.293333333333333,0.06184665997806822,0.06184665997806822,0.06184665997806822
4.306666666666667,0.047586473766990135,0.047586473766990135,0.047586473766990135
4.32,0.035111757055874444,0.035111757055874444,0.035111757055874444
4.333333333333334,0.02447174185242325,0.02447174185242325,0.02447174185242325
4.346666666666667,0.015708419435684514,0.015708419435684514,0.015708419435684514
4.36,0.008856374635655665,0.008856374635655665,0.008856374635655665
4.373333333333333,0.003942649342761111,0.003942649342761111,0.003942649342761111
4.386666666666667,0.0009866357858642153,0.0009866357858642153,0.0009866357858642153
4.4,0.0,0.0,0.0
4.413333333333334,0.001217974870087876,0.001217974870087876,0.001217974870087876
4.426666666666667,0.004865965629214842,0.004865965629214842,0.004865965629214842
4.44,0.010926199633097178,0.010926199633097178,0.010926199633097178
4.453333333333333,0.019369152030840567,0.019369152030840567,0.019369152030840567
4.466666666666667,0.030153689607045803,0.030153689607045803,0.030153689607045803
4.48,0.043227271178699546,0.043227271178699546,0.043227271178699546
4.493333333333333,0.058526203570536534,0.058526203570536534,0.058526203570536534
4.506666666666667,0.07597595192178701,0.07597595192178701,0.07597595192178701
4.5200000000000005,0.09549150281252627,0.09549150281252627,0.09549150281252627
4.533333333333333,0.11697777844051097,0.11697777844051097,0.11697777844051097
4.546666666666667,0.1403300998306744,0.1403300998306744,0.1403300998306744
4.5600000000000005,0.16543469682057085,0.16543469682057085,0.16543469682057085
4.573333333333333,0.19216926233717085,0.19216926233717085,0.19216926233717085
4.586666666666667,0.2204035482646266,0.2204035482646266,0.2204035482646266
4.6000000000000005,0.24999999999999994,0.24999999999999994,0.24999999999999994
4.613333333333333,0.28081442660546124,0.28081442660546124,0.28081442660546124
4.626666666666667,0.31269670329204396,0.31269670329204396,0.31269670329204396
4.640000000000001,0.3454915028125263,0.3454915028125263,0.3454915028125263
4.653333333333333,0.37903905220016615,0.37903905220016615,0.37903905220016615
4.666666666666667,0.41317591116653474,0.41317591116653474,0.41317591116653474
4.680000000000001,0.4477357683661733,0.4477357683661733,0.4477357683661733
4.693333333333333,0.4825502516487495,0.4825502516487495,0.4825502516487495
4.706666666666667,0.5174497483512503,0.5174497483512503,0.5174497483512503
4.72,0.5522642316338265,0.5522642316338265,0.5522642316338265
4.733333333333333,0.5868240888334652,0.5868240888334652,0.5868240888334652
4.746666666666667,0.6209609477998338,0.6209609477998338,0.6209609477998338
4.76,0.6545084971874737,0.6545084971874737,0.6545084971874737
4.773333333333333,0.6873032967079561,0.6873032967079561,0.6873032967079561
4.786666666666667,0.7191855733945389,0.7191855733945389,0.7191855733945389
4.8,0.7499999999999999,0.7499999999999999,0.7499999999999999
4.8133333333333335,0.7795964517353733,0.7795964517353733,0.7795964517353733
4.826666666666667,0.8078307376628292,0.8078307376628292,0.8078307376628292
4.84,0.834565303179429,0.834565303179429,0.834565303179429
4.8533333333333335,0.8596699001693254,0.8596699001693254,0.8596699001693254
4.866666666666667,0.8830222215594888,0.8830222215594888,0.8830222215594888
4.88,0.9045084971874736,0.9045084971874736,0.9045084971874736
4.8933333333333335,0.924024048078213,0.924024048078213,0.924024048078213
4.906666666666666,0.9414737964294635,0.9414737964294635,0.9414737964294635
4.92,0.9567727288213006,0.9567727288213006,0.9567727288213006
4.933333333333334,0.9698463103929541,0.9698463103929541,0.9698463103929541
4.946666666666666,0.9806308479691596,0.9806308479691596,0.9806308479691596
4.96,0.9890738003669027,0.9890738003669027,0.9890738003669027
4.973333333333334,0.9951340343707851,0.9951340343707851,0.9951340343707851
4.986666666666666,0.9987820251299122,0.9987820251299122,0.9987820251299122
5.0,1.0,1.0,1.0
5.013333333333333,0.9987820251299122,0.9987820251299122,0.9987820251299122
5.026666666666667,0.9951340343707851,0.9951340343707851,0.9951340343707851
5.04,0.989073800366903,0.989073800366903,0.989073800366903
5.053333333333333,0.9806308479691596,0.9806308479691596,0.9806308479691596
5.066666666666667,0.9698463103929541,0.9698463103929541,0.9698463103929541
5.08,0.9567727288213006,0.9567727288213006,0.9567727288213006
5.093333333333333,0.9414737964294635,0.9414737964294635,0.9414737964294635
5.106666666666667,0.924024048078213,0.924024048078213,0.924024048078213
5.12,0.9045084971874738,0.9045084971874738,0.9045084971874738
5.133333333333333,0.8830222215594891,0.8830222215594891,0.8830222215594891
5.146666666666667,0.8596699001693257,0.8596699001693257,0.8596699001693257
5.16,0.8345653031794292,0.8345653031794292,0.8345653031794292
5.173333333333333,0.807830737662829,0.807830737662829,0.807830737662829
5.186666666666667,0.7795964517353737,0.7795964517353737,0.7795964517353737
5.2,0.7500000000000001,0.7500000000000001,0.7500000000000001
5.213333333333333,0.7191855733945389,0.7191855733945389,0.7191855733945389
5.226666666666667,0.6873032967079561,0.6873032967079561,0.6873032967079561
5.24,0.6545084971874737,0.6545084971874737,0.6545084971874737
5.253333333333333,0.6209609477998339,0.6209609477998339,0.6209609477998339
5.266666666666666,0.5868240888334652,0.5868240888334652,0.5868240888334652
5.28,0.5522642316338271,0.5522642316338271,0.5522642316338271
5.293333333333333,0.5174497483512503,0.5174497483512503,0.5174497483512503
5.306666666666667,0.48255025164874976,0.48255025164874976,0.48255025164874976
5.32,0.447735768366173,0.447735768366173,0.447735768366173
5.333333333333333,0.413175911166535,0.413175911166535,0.413175911166535
5.346666666666666,0.3790390522001663,0.3790390522001663,0.3790390522001663
5.36,0.34549150281252644,0.34549150281252644,0.34549150281252644
5.373333333333333,0.3126967032920441,0.3126967032920441,0.3126967032920441
5.386666666666667,0.28081442660546124,0.28081442660546124,0.28081442660546124
5.4,0.24999999999999994,0.24999999999999994,0.24999999999999994
5.413333333333333,0.22040354826462652,0.22040354826462652,0.22040354826462652
5.426666666666666,0.1921692623371711,0.1921692623371711,0.1921692623371711
5.44,0.16543469682057077,0.16543469682057077,0.16543469682057077
5.453333333333333,0.14033009983067457,0.14033009983067457,0.14033009983067457
